,O*NET-SOC 2000 Code,O*NET-SOC 2000 Title,O*NET-SOC 2006 Code,O*NET-SOC 2006 Title_x,O*NET-SOC 2006 Title_y,O*NET-SOC 2009 Code,O*NET-SOC 2009 Title_x,O*NET-SOC 2009 Title_y,O*NET-SOC 2010 Code,O*NET-SOC 2010 Title
1024,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
1025,51-9041.01,"Extruding, Forming, Pressing, and Compacting Machine Setters and Set-Up Operators",51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
1026,51-9041.02,"Extruding, Forming, Pressing, and Compacting Machine Operators and Tenders",51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
1027,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
1028,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspectors, Testers, Sorters, Samplers, and Weighers",51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspectors, Testers, Sorters, Samplers, and Weighers",51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
1029,51-9061.01,Materials Inspectors,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspectors, Testers, Sorters, Samplers, and Weighers",51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspectors, Testers, Sorters, Samplers, and Weighers",51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
1030,51-9061.02,Mechanical Inspectors,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspectors, Testers, Sorters, Samplers, and Weighers",51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspectors, Testers, Sorters, Samplers, and Weighers",51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
1031,51-9061.03,Precision Devices Inspectors and Testers,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspectors, Testers, Sorters, Samplers, and Weighers",51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspectors, Testers, Sorters, Samplers, and Weighers",51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
1032,51-9061.04,Electrical and Electronic Inspectors and Testers,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspectors, Testers, Sorters, Samplers, and Weighers",51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspectors, Testers, Sorters, Samplers, and Weighers",51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
1033,51-9061.05,"Production Inspectors, Testers, Graders, Sorters, Samplers, Weighers",51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspectors, Testers, Sorters, Samplers, and Weighers",51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspectors, Testers, Sorters, Samplers, and Weighers",51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
1034,51-9071.00,Jewelers and Precious Stone and Metal Workers,51-9071.00,Jewelers and Precious Stone and Metal Workers,Jewelers and Precious Stone and Metal Workers,51-9071.00,Jewelers and Precious Stone and Metal Workers,Jewelers and Precious Stone and Metal Workers,51-9071.00,Jewelers and Precious Stone and Metal Workers
1035,51-9071.01,Jewelers,51-9071.01,Jewelers,Jewelers,51-9071.01,Jewelers,Jewelers,51-9071.01,Jewelers
1036,51-9071.03,"Model and Mold Makers, Jewelry",51-9071.01,Jewelers,Jewelers,51-9071.01,Jewelers,Jewelers,51-9071.01,Jewelers
1037,51-9071.04,"Bench Workers, Jewelry",51-9071.01,Jewelers,Jewelers,51-9071.01,Jewelers,Jewelers,51-9071.01,Jewelers
1038,51-9071.02,Silversmiths,51-9071.07,Precious Metal Workers,Precious Metal Workers,51-9071.07,Precious Metal Workers,Precious Metal Workers,51-9071.07,Precious Metal Workers
1039,51-9071.05,Pewter Casters and Finishers,51-9071.07,Precious Metal Workers,Precious Metal Workers,51-9071.07,Precious Metal Workers,Precious Metal Workers,51-9071.07,Precious Metal Workers
1040,51-9071.06,Gem and Diamond Workers,51-9071.06,Gem and Diamond Workers,Gem and Diamond Workers,51-9071.06,Gem and Diamond Workers,Gem and Diamond Workers,51-9071.06,Gem and Diamond Workers
1041,51-9081.00,Dental Laboratory Technicians,51-9081.00,Dental Laboratory Technicians,Dental Laboratory Technicians,51-9081.00,Dental Laboratory Technicians,Dental Laboratory Technicians,51-9081.00,Dental Laboratory Technicians
1042,51-9082.00,Medical Appliance Technicians,51-9082.00,Medical Appliance Technicians,Medical Appliance Technicians,51-9082.00,Medical Appliance Technicians,Medical Appliance Technicians,51-9082.00,Medical Appliance Technicians
1043,51-9083.00,Ophthalmic Laboratory Technicians,51-9083.00,Ophthalmic Laboratory Technicians,Ophthalmic Laboratory Technicians,51-9083.00,Ophthalmic Laboratory Technicians,Ophthalmic Laboratory Technicians,51-9083.00,Ophthalmic Laboratory Technicians
1044,51-9083.01,Precision Lens Grinders and Polishers,51-9083.00,Ophthalmic Laboratory Technicians,Ophthalmic Laboratory Technicians,51-9083.00,Ophthalmic Laboratory Technicians,Ophthalmic Laboratory Technicians,51-9083.00,Ophthalmic Laboratory Technicians
1045,51-9083.02,Optical Instrument Assemblers,51-9083.00,Ophthalmic Laboratory Technicians,Ophthalmic Laboratory Technicians,51-9083.00,Ophthalmic Laboratory Technicians,Ophthalmic Laboratory Technicians,51-9083.00,Ophthalmic Laboratory Technicians
1046,51-9111.00,Packaging and Filling Machine Operators and Tenders,51-9111.00,Packaging and Filling Machine Operators and Tenders,Packaging and Filling Machine Operators and Tenders,51-9111.00,Packaging and Filling Machine Operators and Tenders,Packaging and Filling Machine Operators and Tenders,51-9111.00,Packaging and Filling Machine Operators and Tenders
1047,51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
1048,51-9121.01,"Coating, Painting, and Spraying Machine Setters and Set-Up Operators",51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
1049,51-9121.02,"Coating, Painting, and Spraying Machine Operators and Tenders",51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
1050,51-9122.00,"Painters, Transportation Equipment",51-9122.00,"Painters, Transportation Equipment","Painters, Transportation Equipment",51-9122.00,"Painters, Transportation Equipment","Painters, Transportation Equipment",51-9122.00,"Painters, Transportation Equipment"
1051,51-9123.00,"Painting, Coating, and Decorating Workers",51-9123.00,"Painting, Coating, and Decorating Workers","Painting, Coating, and Decorating Workers",51-9123.00,"Painting, Coating, and Decorating Workers","Painting, Coating, and Decorating Workers",51-9123.00,"Painting, Coating, and Decorating Workers"
1052,51-9131.00,Photographic Process Workers,51-9131.00,Photographic Process Workers,Photographic Process Workers,51-9131.00,Photographic Process Workers,Photographic Process Workers,51-9151.00,Photographic Process Workers and Processing Machine Operators
1053,51-9131.01,Photographic Retouchers and Restorers,51-9131.00,Photographic Process Workers,Photographic Process Workers,51-9131.00,Photographic Process Workers,Photographic Process Workers,51-9151.00,Photographic Process Workers and Processing Machine Operators
1054,51-9131.02,Photographic Reproduction Technicians,51-9131.00,Photographic Process Workers,Photographic Process Workers,51-9131.00,Photographic Process Workers,Photographic Process Workers,51-9151.00,Photographic Process Workers and Processing Machine Operators
1055,51-9131.03,Photographic Hand Developers,51-9131.00,Photographic Process Workers,Photographic Process Workers,51-9131.00,Photographic Process Workers,Photographic Process Workers,51-9151.00,Photographic Process Workers and Processing Machine Operators
1056,51-9131.04,Film Laboratory Technicians,51-9131.00,Photographic Process Workers,Photographic Process Workers,51-9131.00,Photographic Process Workers,Photographic Process Workers,51-9151.00,Photographic Process Workers and Processing Machine Operators
1057,51-9132.00,Photographic Processing Machine Operators,51-9132.00,Photographic Processing Machine Operators,Photographic Processing Machine Operators,51-9132.00,Photographic Processing Machine Operators,Photographic Processing Machine Operators,51-9151.00,Photographic Process Workers and Processing Machine Operators
1058,51-9141.00,Semiconductor Processors,51-9141.00,Semiconductor Processors,Semiconductor Processors,51-9141.00,Semiconductor Processors,Semiconductor Processors,51-9141.00,Semiconductor Processors
1059,51-9191.00,Cementing and Gluing Machine Operators and Tenders,51-9191.00,Cementing and Gluing Machine Operators and Tenders,Cementing and Gluing Machine Operators and Tenders,51-9191.00,Cementing and Gluing Machine Operators and Tenders,Cementing and Gluing Machine Operators and Tenders,51-9191.00,Adhesive Bonding Machine Operators and Tenders
1060,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders","Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders","Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
1061,51-9193.00,Cooling and Freezing Equipment Operators and Tenders,51-9193.00,Cooling and Freezing Equipment Operators and Tenders,Cooling and Freezing Equipment Operators and Tenders,51-9193.00,Cooling and Freezing Equipment Operators and Tenders,Cooling and Freezing Equipment Operators and Tenders,51-9193.00,Cooling and Freezing Equipment Operators and Tenders
1062,51-9194.00,Etchers and Engravers,51-9194.00,Etchers and Engravers,Etchers and Engravers,51-9194.00,Etchers and Engravers,Etchers and Engravers,51-9194.00,Etchers and Engravers
1063,51-9194.01,"Precision Etchers and Engravers, Hand or Machine",51-9194.00,Etchers and Engravers,Etchers and Engravers,51-9194.00,Etchers and Engravers,Etchers and Engravers,51-9194.00,Etchers and Engravers
1064,51-9194.02,Engravers/Carvers,51-9194.00,Etchers and Engravers,Etchers and Engravers,51-9194.00,Etchers and Engravers,Etchers and Engravers,51-9194.00,Etchers and Engravers
1065,51-9194.03,Etchers,51-9194.00,Etchers and Engravers,Etchers and Engravers,51-9194.00,Etchers and Engravers,Etchers and Engravers,51-9194.00,Etchers and Engravers
1066,51-9194.04,Pantograph Engravers,51-9194.00,Etchers and Engravers,Etchers and Engravers,51-9194.00,Etchers and Engravers,Etchers and Engravers,51-9194.00,Etchers and Engravers
1067,51-9194.05,"Etchers, Hand",51-9194.00,Etchers and Engravers,Etchers and Engravers,51-9194.00,Etchers and Engravers,Etchers and Engravers,51-9194.00,Etchers and Engravers
1068,51-9194.06,"Engravers, Hand",51-9194.00,Etchers and Engravers,Etchers and Engravers,51-9194.00,Etchers and Engravers,Etchers and Engravers,51-9194.00,Etchers and Engravers
1069,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic","Molders, Shapers, and Casters, Except Metal and Plastic",51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic","Molders, Shapers, and Casters, Except Metal and Plastic",51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic"
1070,51-9195.01,"Precision Mold and Pattern Casters, Except Nonferrous Metals",51-9195.07,Molding and Casting Workers,Molding and Casting Workers,51-9195.07,Molding and Casting Workers,Molding and Casting Workers,51-9195.07,Molding and Casting Workers
1071,51-9195.06,"Mold Makers, Hand",51-9195.07,Molding and Casting Workers,Molding and Casting Workers,51-9195.07,Molding and Casting Workers,Molding and Casting Workers,51-9195.07,Molding and Casting Workers
1072,51-9195.07,Molding and Casting Workers,51-9195.07,Molding and Casting Workers,Molding and Casting Workers,51-9195.07,Molding and Casting Workers,Molding and Casting Workers,51-9195.07,Molding and Casting Workers
1073,51-9195.03,Stone Cutters and Carvers,51-9195.03,"Stone Cutters and Carvers, Manufacturing","Stone Cutters and Carvers, Manufacturing",51-9195.03,"Stone Cutters and Carvers, Manufacturing","Stone Cutters and Carvers, Manufacturing",51-9195.03,"Stone Cutters and Carvers, Manufacturing"
1074,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",51-9195.04,"Glass Blowers, Molders, Benders, and Finishers","Glass Blowers, Molders, Benders, and Finishers",51-9195.04,"Glass Blowers, Molders, Benders, and Finishers","Glass Blowers, Molders, Benders, and Finishers",51-9195.04,"Glass Blowers, Molders, Benders, and Finishers"
1075,51-9195.05,Potters,51-9195.05,"Potters, Manufacturing","Potters, Manufacturing",51-9195.05,"Potters, Manufacturing","Potters, Manufacturing",51-9195.05,"Potters, Manufacturing"
